session_id,speaker_id,utterance,emo_indx,dailydialog_DA,swda,swda_indx,emo,prev_swda,next_swda,prev_emo,next_emo,prev_swda_indx,next_swda_indx,prev_emo_indx,next_emo_indx
118,A,Whoa whoa whoa !,1,2,ba,5,anger,sd,qh,no emotion,anger,0,23,0,1
118,A,Are you nuts ?,1,2,qh,23,anger,ba,qw,anger,anger,5,9,1,1
118,A,How much is all this going to cost ?,1,2,qw,9,anger,qh,sd,anger,anger,23,0,1,1
118,A,I'm looking at the price at each one of these little things and it's outrageous !,1,2,sd,0,anger,qw,sd,anger,anger,9,0,1,1
118,A,This is basically a crayon !,1,2,sd,0,anger,sd,qo,anger,anger,0,22,1,1
118,B,What about you ?,1,2,qo,22,anger,sd,sd,anger,anger,0,0,1,1
118,B,"You spend as much or more money on your razors , after shave , cologne and gel !",1,2,sd,0,anger,qo,sd,anger,anger,22,0,1,1
118,B,Not to mention how much you spend on clothes and ...,1,2,sd,0,anger,sd,ba,anger,anger,0,5,1,1
118,A,Fine !,1,3,ba,5,anger,sd,ad,anger,anger,0,19,1,1
118,A,Get the stupid thirty dollar crayon !,1,3,ad,19,anger,ba,fp,anger,no emotion,5,29,1,0
163,A,"Hello , this is Steven from Blue Sky Co .",0,3,fp,29,no emotion,ad,qy,anger,no emotion,19,6,1,0
163,A,May I speak to Mr.James ?,0,3,qy,6,no emotion,fp,"fo_o_fw_""_by_bc",no emotion,no emotion,29,17,0,0
163,B,Speaking .,0,4,"fo_o_fw_""_by_bc",17,no emotion,qy,"fo_o_fw_""_by_bc",no emotion,no emotion,6,17,0,0
163,A,Excuse my troubling you .,0,2,"fo_o_fw_""_by_bc",17,no emotion,"fo_o_fw_""_by_bc",sd,no emotion,no emotion,17,0,0,0
163,A,You purchased our products last year and now I am following up to find out about their workings .,0,2,sd,0,no emotion,"fo_o_fw_""_by_bc",qy,no emotion,no emotion,17,6,0,0
163,A,Are they still in good condition now ?,0,2,qy,6,no emotion,sd,ny,no emotion,no emotion,0,7,0,0
163,B,"Yeah , exactly !",0,1,ny,7,no emotion,qy,sd,no emotion,no emotion,6,0,0,0
163,B,I bought them last year .,0,1,sd,0,no emotion,ny,sd,no emotion,no emotion,7,0,0,0
163,B,"En ... at present , they are still in good state .",0,1,sd,0,no emotion,sd,aa,no emotion,no emotion,0,4,0,0
163,A,That's it !,0,1,aa,4,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
163,A,All of them have first-class quality and performance .,0,1,sd,0,no emotion,aa,sd,no emotion,no emotion,4,0,0,0
163,A,"Besides , we adopt advanced technology .",0,1,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
163,A,Now we have developed new products .,0,1,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
163,A,They are much better than what you have bought .,0,1,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
163,B,Your company is developing so fast .,0,1,sd,0,no emotion,sd,aap_am,no emotion,no emotion,0,34,0,0
163,B,Maybe later on I will plan to buy more .,0,1,aap_am,34,no emotion,sd,ba,no emotion,happiness,0,5,0,4
163,A,That's great !,4,1,ba,5,happiness,aap_am,ft,no emotion,happiness,34,40,0,4
163,A,Thanks for your support .,4,1,ft,40,happiness,ba,fc,happiness,happiness,5,8,4,4
163,A,"If any , please remember to call us .",4,1,fc,8,happiness,ft,fc,happiness,happiness,40,8,4,4
163,A,I am afraid I have to say goodbye now !,4,1,fc,8,happiness,fc,fc,happiness,happiness,8,8,4,4
163,A,"Bye , Mr.James !",4,1,fc,8,happiness,fc,fc,happiness,no emotion,8,8,4,0
163,B,Bye !,0,1,fc,8,no emotion,fc,fp,happiness,no emotion,8,29,4,0
184,A,"Hello , ma'am .",0,2,fp,29,no emotion,fc,fp,no emotion,no emotion,8,29,0,0
184,A,Can I help you ?,0,2,fp,29,no emotion,fp,sd,no emotion,no emotion,29,0,0,0
184,B,I'm looking for a sweater .,0,1,sd,0,no emotion,fp,qw,no emotion,no emotion,29,9,0,0
184,A,What size are you looking for ?,0,2,qw,9,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
184,B,"Well , I'm looking for size 10 but you don't have it .",0,1,sd,0,no emotion,qw,qo,no emotion,happiness,9,22,0,4
184,A,How about this one ?,4,3,qo,22,happiness,sd,sv,no emotion,happiness,0,2,0,4
184,A,I think it looks terrific on you .,4,3,sv,2,happiness,qo,aa,happiness,no emotion,22,4,4,0
184,B,"Yes , I like the color .",0,3,aa,4,no emotion,sv,qy,happiness,no emotion,2,6,4,0
184,B,Can I try it on ?,0,3,qy,6,no emotion,aa,na,no emotion,happiness,4,18,0,4
184,A,Sure .,4,4,na,18,happiness,qy,sd,no emotion,happiness,6,0,0,4
184,A,The fitting room is on your right .,4,4,sd,0,happiness,na,sd,happiness,no emotion,18,0,4,0
184,B,It fits well .,0,2,sd,0,no emotion,sd,sd,happiness,no emotion,0,0,4,0
184,B,I like it a lot .,0,2,sd,0,no emotion,sd,qw,no emotion,no emotion,0,9,0,0
184,B,What do you think ?,0,2,qw,9,no emotion,sd,sd,no emotion,happiness,0,0,0,4
184,A,You look pretty in red .,4,1,sd,0,happiness,qw,sd,no emotion,happiness,9,0,0,4
184,B,"Oh , it's my favorite .",4,2,sd,0,happiness,sd,qw,happiness,happiness,0,9,4,4
184,B,How much is it ?,4,2,qw,9,happiness,sd,sd,happiness,no emotion,0,0,4,0
184,A,$ 29.99 .,0,1,sd,0,no emotion,qw,bk,happiness,happiness,9,11,4,4
184,B,Okay .,4,1,bk,11,happiness,sd,oo_co_cc,no emotion,happiness,0,33,0,4
184,B,I'll take it .,4,1,oo_co_cc,33,happiness,bk,ft,happiness,happiness,11,40,4,4
184,B,Thank you very much for your help .,4,1,ft,40,happiness,oo_co_cc,ba,happiness,happiness,33,5,4,4
184,A,You're welcome .,4,1,ba,5,happiness,ft,sd,happiness,sadness,40,0,4,5
212,A,I've been so tired recently .,5,1,sd,0,sadness,ba,sd,happiness,sadness,5,0,4,5
212,A,"I've been trying , but I don't think I'm up to this job .",5,1,sd,0,sadness,sd,ad,sadness,no emotion,0,19,5,0
212,B,"You need to take a break , maybe a vacation .",0,3,ad,19,no emotion,sd,aa,sadness,sadness,0,4,5,5
212,A,"Oh , yes , indeed .",5,1,aa,4,sadness,ad,sd,no emotion,sadness,19,0,0,5
212,A,I've run out of steam .,5,1,sd,0,sadness,aa,sd,sadness,sadness,4,0,5,5
212,A,"To be honest , I want to be in a different environment .",5,1,sd,0,sadness,sd,bh,sadness,surprise,0,14,5,6
212,B,Is that so ?,6,2,bh,14,surprise,sd,sd,sadness,no emotion,0,0,5,0
212,A,"Yes , I don't want to be stuck in a rut .",0,1,sd,0,no emotion,bh,sd,surprise,no emotion,14,0,6,0
212,A,I want to move on .,0,1,sd,0,no emotion,sd,qy,no emotion,no emotion,0,6,0,0
212,B,Have you decided ?,0,2,qy,6,no emotion,sd,ny,no emotion,no emotion,0,7,0,0
212,A,Yes .,0,1,ny,7,no emotion,qy,sd,no emotion,no emotion,6,0,0,0
212,A,I want to get a better job .,0,1,sd,0,no emotion,ny,qy,no emotion,no emotion,7,6,0,0
212,B,Could you tell me why you want to quit ?,0,2,qy,6,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
212,A,I quit just because of the dissatisfying salary and the trouble in getting along with my colleagues .,0,1,sd,0,no emotion,qy,ba,no emotion,no emotion,6,5,0,0
212,B,"Oh , that's terrible .",0,2,ba,5,no emotion,sd,qy,no emotion,no emotion,0,6,0,0
212,B,Do you want to get a higher salary in our company ?,0,2,qy,6,no emotion,ba,ng,no emotion,no emotion,5,26,0,0
212,A,I'm afraid not .,0,1,ng,26,no emotion,qy,sd,no emotion,no emotion,6,0,0,0
212,A,I've promised my girlfriend .,0,1,sd,0,no emotion,ng,sd,no emotion,no emotion,26,0,0,0
212,A,We'll travel southwards to find a job that offers higher pay .,0,1,sd,0,no emotion,sd,sv,no emotion,no emotion,0,2,0,0
212,B,"OK , I'd like to say that I've really enjoyed working with you .",0,1,sv,2,no emotion,sd,sv,no emotion,no emotion,0,2,0,0
212,B,"However , I think you should work harder for your new job and then you can ask for higher pay .",0,1,sv,2,no emotion,sv,ft,no emotion,no emotion,2,40,0,0
212,A,Thank you so much for your advice .,0,1,ft,40,no emotion,sv,fc,no emotion,no emotion,2,8,0,0
212,B,And every best wish for your new job .,0,1,fc,8,no emotion,ft,ft,no emotion,no emotion,40,40,0,0
212,A,Thank you .,0,1,ft,40,no emotion,fc,fp,no emotion,no emotion,8,29,0,0
216,A,"Good morning , sir .",0,2,fp,29,no emotion,ft,qw,no emotion,no emotion,40,9,0,0
216,A,What can I do for you ?,0,2,qw,9,no emotion,fp,sd,no emotion,anger,29,0,0,1
216,B,I'm Bill .,1,3,sd,0,anger,qw,sd,no emotion,anger,9,0,0,1
216,B,I'm in Room 908 .,1,3,sd,0,anger,sd,qy,anger,anger,0,6,1,1
216,B,Can you change the room for me ?,1,3,qy,6,anger,sd,sv,anger,anger,0,2,1,1
216,B,It's too noisy .,1,3,sv,2,anger,qy,sd,anger,anger,6,0,1,1
216,B,My wife was woken up several times by the noise the baggage elevator made .,1,3,sd,0,anger,sv,sd,anger,anger,2,0,1,1
216,B,She said it was too much for her .,1,3,sd,0,anger,sd,fa,anger,no emotion,0,39,1,0
216,A,"I'm awfully sorry , sir .",0,4,fa,39,no emotion,sd,fa,anger,no emotion,0,39,1,0
216,A,I do apologize .,0,4,fa,39,no emotion,fa,sd,no emotion,no emotion,39,0,0,0
216,A,Room 908 is at the end of the corridor .,0,4,sd,0,no emotion,fa,sd,no emotion,no emotion,39,0,0,0
216,A,It's possible that the noise is heard early in the morning when all is quiet .,0,4,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
216,B,"Anyhow , I'd like to change our room .",0,3,sd,0,no emotion,sd,bk,no emotion,no emotion,0,11,0,0
216,A,"No problem , sir .",0,3,bk,11,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
216,A,"We'll manage it , but we don't have any spare room today .",0,3,sd,0,no emotion,bk,qy,no emotion,no emotion,11,6,0,0
216,A,Could you wait till tomorrow ?,0,3,qy,6,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
216,A,The American People-to-people Education Delegation will be leaving tomorrow morning .,0,3,sd,0,no emotion,qy,sd,no emotion,no emotion,6,0,0,0
216,A,There'll be some rooms for you to choose from .,0,3,sd,0,no emotion,sd,aa,no emotion,no emotion,0,4,0,0
216,B,All right .,0,4,aa,4,no emotion,sd,sv,no emotion,no emotion,0,2,0,0
216,B,I hope we'll be able to enjoy our stay in a quiet suite tomorrow evening and have a sound sleep .,0,4,sv,2,no emotion,aa,aa,no emotion,no emotion,4,4,0,0
216,A,Be sure .,0,1,aa,4,no emotion,sv,sd,no emotion,no emotion,2,0,0,0
216,A,I'll make a note of that .,0,1,sd,0,no emotion,aa,sd,no emotion,no emotion,4,0,0,0
216,A,Everything will be taken care of .,0,1,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
216,A,"And if there is anything more you need , please let us know .",0,1,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
227,A,"My name is Mary , and I will be your waitress tonight .",0,1,sd,0,no emotion,sd,fp,no emotion,happiness,0,29,0,4
227,B,"Thank you , Mary .",4,1,fp,29,happiness,sd,sd,no emotion,happiness,0,0,0,4
227,B,We have been looking forward to trying out this restaurant .,4,1,sd,0,happiness,fp,qy,happiness,no emotion,29,6,4,0
227,A,"Before your main course , would you like to order an appetizer ?",0,2,qy,6,no emotion,sd,ba,happiness,happiness,0,5,4,4
227,B,"Sure , that sounds great .",4,2,ba,5,happiness,qy,qw,no emotion,happiness,6,9,0,4
227,B,Where are your appetizers listed ?,4,2,qw,9,happiness,ba,sd,happiness,no emotion,5,0,4,0
227,A,There is a special appetizer menu right here in the center of the table .,0,1,sd,0,no emotion,qw,sd,happiness,no emotion,9,0,4,0
227,B,The chicken and cheese quesadilla looks good .,0,2,sd,0,no emotion,sd,qy,no emotion,no emotion,0,6,0,0
227,B,Is that pretty good ?,0,2,qy,6,no emotion,sd,sd,no emotion,happiness,0,0,0,4
227,A,"You know , that is one of my favorites !",4,1,sd,0,happiness,qy,sd,no emotion,no emotion,6,0,0,0
227,B,"OK , I'll take one order of that .",0,3,sd,0,no emotion,sd,sd,happiness,no emotion,0,0,4,0
227,A,You could choose another appetizer for half price to share .,0,4,sd,0,no emotion,sd,ba,no emotion,happiness,0,5,0,4
227,B,Perfect !,4,3,ba,5,happiness,sd,ad,no emotion,happiness,0,19,0,4
227,B,Please add on an order of onion rings .,4,3,ad,19,happiness,ba,qw,happiness,no emotion,5,9,4,0
238,A,what shall we do after the volleyball match ?,0,2,qw,9,no emotion,ad,qo,happiness,no emotion,19,22,4,0
238,B,how about going to the Olympic souvenir store to have a look ?,0,3,qo,22,no emotion,qw,sd,no emotion,no emotion,9,0,0,0
238,B,I remember there is one in the gym .,0,3,sd,0,no emotion,qo,ba,no emotion,happiness,22,5,0,4
238,A,that's a good idea .,4,4,ba,5,happiness,sd,sd,no emotion,happiness,0,0,0,4
238,A,I was thinking of buying some gifts for my family .,4,4,sd,0,happiness,ba,aa,happiness,no emotion,5,4,4,0
238,B,"me , too .",0,2,aa,4,no emotion,sd,qw,happiness,no emotion,0,9,4,0
238,B,What did you have in mind ?,0,2,qw,9,no emotion,aa,sv,no emotion,no emotion,4,2,0,0
238,A,"I haven't decided yet , but I think the Olympic Mascots are a must .",0,1,sv,2,no emotion,qw,aa,no emotion,happiness,9,4,0,4
238,B,I agree .,4,1,aa,4,happiness,sv,sv,no emotion,happiness,2,2,0,4
238,B,"They're very lovely , especially "" Huan Huan "" .",4,1,sv,2,happiness,aa,qy,happiness,no emotion,4,6,4,0
238,A,is that the red one ?,0,2,qy,6,no emotion,sv,sd,happiness,no emotion,2,0,4,0
238,A,"That is my favorite , too .",0,2,sd,0,no emotion,qy,qy,no emotion,no emotion,6,6,0,0
238,A,Do you know how much they are ?,0,2,qy,6,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
238,B,"the five dolls are sold together as a set , and they're priced according to the size .",0,1,sd,0,no emotion,qy,sd,no emotion,no emotion,6,0,0,0
238,B,The bigger they are the more expensive .,0,1,sd,0,no emotion,sd,bk,no emotion,no emotion,0,11,0,0
238,A,"oh , I see .",0,2,bk,11,no emotion,sd,qy,no emotion,no emotion,0,6,0,0
238,A,"If I buy more than a set , can I get any discount ?",0,2,qy,6,no emotion,bk,ng,no emotion,no emotion,11,26,0,0
238,B,I don't think so .,0,1,ng,26,no emotion,qy,sd,no emotion,no emotion,6,0,0,0
238,B,All the souvenirs of the Olympic Games are very hot right now .,0,1,sd,0,no emotion,ng,qy,no emotion,no emotion,26,6,0,0
238,A,any other ideas ?,0,2,qy,6,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
238,B,"there are lots of things , such as postcards , key chains , posters and various arts and crafts .",0,1,sd,0,no emotion,qy,ba,no emotion,happiness,6,5,0,4
238,A,it all sounds great .,4,3,ba,5,happiness,sd,sd,no emotion,happiness,0,0,0,4
238,A,We can go there after the match .,4,3,sd,0,happiness,ba,sd,happiness,happiness,5,0,4,4
238,A,I can't wait to see what they have .,4,3,sd,0,happiness,sd,fp,happiness,no emotion,0,29,4,0
262,A,"Hello , sir .",0,2,fp,29,no emotion,sd,qy,happiness,no emotion,0,6,4,0
262,A,Is there anything I can help you find ?,0,2,qy,6,no emotion,fp,%,no emotion,happiness,29,3,0,4
262,B,Um ...,4,1,%,3,happiness,qy,%,no emotion,happiness,6,3,0,4
262,B,Uh ...,4,1,%,3,happiness,%,sd,happiness,happiness,3,0,4,4
262,B,"I'm just looking , thanks .",4,1,sd,0,happiness,%,"fo_o_fw_""_by_bc",happiness,no emotion,3,17,4,0
262,A,Need a gift for your girlfriend or wife ...,0,3,"fo_o_fw_""_by_bc",17,no emotion,sd,nn,happiness,happiness,0,10,4,4
262,B,"No , no , no .",4,4,nn,10,happiness,"fo_o_fw_""_by_bc",sd,no emotion,happiness,17,0,0,4
262,B,I'm just browsing .,4,4,sd,0,happiness,nn,ft,happiness,happiness,10,40,4,4
262,B,Thanks anyway .,4,4,ft,40,happiness,sd,ad,happiness,no emotion,0,19,4,0
262,A,"Well , if you need anything , just ask .",0,3,ad,19,no emotion,ft,qw,happiness,no emotion,40,9,4,0
262,B,"Um ... well , where's the men's shoe department ?",0,2,qw,9,no emotion,ad,sd,no emotion,no emotion,19,0,0,0
262,A,It's on the third floor .,0,1,sd,0,no emotion,qw,ad,no emotion,no emotion,9,19,0,0
262,A,Turn left when you get off the escalator .,0,1,ad,19,no emotion,sd,ft,no emotion,happiness,0,40,0,4
262,B,Thanks .,4,4,ft,40,happiness,ad,qw^d,no emotion,no emotion,19,38,0,0
265,A,"I haven't told you what happened yet , have I ?",0,2,qw^d,38,no emotion,ft,sd,happiness,no emotion,40,0,4,0
265,B,I haven't heard anything .,0,1,sd,0,no emotion,qw^d,sd,no emotion,happiness,38,0,0,4
265,A,"My boss offered me a promotion , and I took it .",4,1,sd,0,happiness,sd,bh,no emotion,surprise,0,14,0,6
265,B,Are you serious ?,6,2,bh,14,surprise,sd,na,happiness,happiness,0,18,4,4
265,A,"Yes , I am really excited .",4,1,na,18,happiness,bh,ba,surprise,happiness,14,5,6,4
265,B,That's great .,4,1,ba,5,happiness,na,ba,happiness,happiness,18,5,4,4
265,B,Congratulations .,4,1,ba,5,happiness,ba,bk,happiness,happiness,5,11,4,4
265,A,I appreciate that .,4,1,bk,11,happiness,ba,sd,happiness,happiness,5,0,4,4
265,B,You have no idea how happy I am for you .,4,1,sd,0,happiness,bk,bh,happiness,surprise,11,14,4,6
265,A,For real ?,6,2,bh,14,surprise,sd,sv,happiness,happiness,0,2,4,4
265,B,I believe you were the best choice for that promotion .,4,1,sv,2,happiness,bh,b^m,surprise,happiness,14,21,6,4
265,B,I really do .,4,1,b^m,21,happiness,sv,sd,happiness,no emotion,2,0,4,0
266,A,I like Chinese food .,0,1,sd,0,no emotion,b^m,sd,happiness,happiness,21,0,4,4
266,B,"I like Chinese food , too .",4,1,sd,0,happiness,sd,sd,no emotion,happiness,0,0,0,4
266,B,I like dumplings best .,4,1,sd,0,happiness,sd,sd,happiness,no emotion,0,0,4,0
266,A,"At school , we sometimes have Chinese food for lunch .",0,1,sd,0,no emotion,sd,ba,happiness,happiness,0,5,4,4
266,B,That's good .,4,1,ba,5,happiness,sd,sd,no emotion,happiness,0,0,0,4
266,B,We eat Chinese food only at the Chinese restaurant .,4,1,sd,0,happiness,ba,sd,happiness,no emotion,5,0,4,0
266,A,My mother can make some Chinese food .,0,1,sd,0,no emotion,sd,bh,happiness,happiness,0,14,4,4
266,B,Really ?,4,2,bh,14,happiness,sd,ba,no emotion,happiness,0,5,0,4
266,B,That's wonderful !,4,2,ba,5,happiness,bh,qy,happiness,no emotion,14,6,4,0
287,A,Did you punch in ?,0,2,qy,6,no emotion,ba,ny,happiness,happiness,5,7,4,4
287,B,Yes .,4,1,ny,7,happiness,qy,sd,no emotion,happiness,6,0,0,4
287,B,"By the way , you are having a great make-up today .",4,1,sd,0,happiness,ny,sd,happiness,happiness,7,0,4,4
287,B,I like the color of your lipstick .,4,1,sd,0,happiness,sd,ba,happiness,happiness,0,5,4,4
287,B,So adorable !,4,1,ba,5,happiness,sd,bh,happiness,surprise,0,14,4,6
287,A,Really ?,6,1,bh,14,surprise,ba,sd,happiness,surprise,5,0,4,6
287,A,It took me really a while to find the color .,6,1,sd,0,surprise,bh,sv,surprise,surprise,14,2,6,6
287,A,I am happy you like it .,6,1,sv,2,surprise,sd,sd,surprise,no emotion,0,0,6,0
287,B,"Well , girls like us are happy to spend our time on those kinds of things .",0,2,sd,0,no emotion,sv,qy,surprise,no emotion,2,6,6,0
287,B,"Actually , do we still have a meeting this afternoon ?",0,2,qy,6,no emotion,sd,na,no emotion,no emotion,0,18,0,0
287,A,"Sure , when those never ending meetings .",0,1,na,18,no emotion,qy,sd,no emotion,happiness,6,0,0,4
290,A,The bathroom looks lovely .,4,2,sd,0,happiness,na,qy,no emotion,happiness,18,6,0,4
290,A,Did you redecorate it yourself or did you get someone in to do it for you ?,4,2,qy,6,happiness,sd,no,happiness,no emotion,0,28,4,0
290,B,I did it myself .,0,1,no,28,no emotion,qy,sd,happiness,no emotion,6,0,4,0
290,B,I went online and found a lot of website devoted to home improvement .,0,1,sd,0,no emotion,no,sd,no emotion,no emotion,28,0,0,0
290,B,Then I went to DIY shop and bought everything I needed .,0,1,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
290,B,I'm sure I saved a lot of money by doing it myself and it was fun too .,0,1,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
290,B,I learnt a lot by doing it myself .,0,1,sd,0,no emotion,sd,^h,no emotion,no emotion,0,24,0,0
290,A,"So , let's see .",0,2,^h,24,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
290,A,You have put new tiles on the floor and replaced a few tiles on the walls .,0,2,sd,0,no emotion,^h,sd,no emotion,no emotion,24,0,0,0
290,A,You'Ve also added a small cupboard for toiletries .,0,2,sd,0,no emotion,sd,qy,no emotion,no emotion,0,6,0,0
290,A,"The bath , shower , and washbasin are the same as before , aren't they ?",0,2,qy,6,no emotion,sd,ny,no emotion,no emotion,0,7,0,0
290,B,"Yes , they are .",0,1,ny,7,no emotion,qy,sd,no emotion,no emotion,6,0,0,0
290,B,I gave them a good clean .,0,1,sd,0,no emotion,ny,sd,no emotion,no emotion,7,0,0,0
290,B,They are in good condition and don't need to be replaced .,0,1,sd,0,no emotion,sd,qw,no emotion,no emotion,0,9,0,0
290,A,How long did it take you to do the tiling .,0,2,qw,9,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
290,B,"As I hadn't done it before , I had to keep referring to income 3ation I got from the internet .",0,1,sd,0,no emotion,qw,sd,no emotion,no emotion,9,0,0,0
290,B,Doing the floor tiles took a whole day-from early morning to right through to the evening .,0,1,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
290,B,Then I spent a few hours replacing the cracked wall tiles .,0,1,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
290,B,"Putting the cupboard up took about an hour , so it took me two days altogether .",0,1,sd,0,no emotion,sd,sv,no emotion,happiness,0,2,0,4
290,A,I think you'Ve done a very good job .,4,3,sv,2,happiness,sd,sv,no emotion,happiness,0,2,0,4
290,A,As least as good as a professional would do .,4,3,sv,2,happiness,sv,qo,happiness,happiness,2,22,4,4
290,A,Perhaps I can convince you to redo my bathroom ?,4,3,qo,22,happiness,sv,ba,happiness,happiness,2,5,4,4
290,B,You'll be lucky !,4,4,ba,5,happiness,qo,sd,happiness,happiness,22,0,4,4
290,B,"However , I'll print out the income 3ation I got from the internet and you can do it yourself .",4,4,sd,0,happiness,ba,sd,happiness,no emotion,5,0,4,0
315,A,"Here's some flowers , love .",0,1,sd,0,no emotion,sd,sd,happiness,no emotion,0,0,4,0
315,A,Happy Valentine's Day .,0,1,sd,0,no emotion,sd,sv,no emotion,no emotion,0,2,0,0
315,B,Those are beautiful .,0,1,sv,2,no emotion,sd,sv,no emotion,no emotion,0,2,0,0
315,B,They smell lovely .,0,1,sv,2,no emotion,sv,ft,no emotion,no emotion,2,40,0,0
315,B,Thank you .,0,1,ft,40,no emotion,sv,sd,no emotion,no emotion,2,0,0,0
315,A,This is let you know that I still you after all this years .,0,1,sd,0,no emotion,ft,sd,no emotion,no emotion,40,0,0,0
315,A,"I knew there are some up and down when I married you , but through at all , you've always been may my Valentine .",0,1,sd,0,no emotion,sd,ba,no emotion,happiness,0,5,0,4
315,B,"Oh , sweet .",4,1,ba,5,happiness,sd,sd,no emotion,happiness,0,0,0,4
315,B,You've always been my love too .,4,1,sd,0,happiness,ba,sd,happiness,happiness,5,0,4,4
315,A,"I don't think I say this enough , but I want to thank you for your kind listen patience , you ' Ve always been there for me .",4,1,sd,0,happiness,sd,oo_co_cc,happiness,happiness,0,33,4,4
315,B,"I'll do everything for you , love .",4,1,oo_co_cc,33,happiness,sd,sv,happiness,happiness,0,2,4,4
315,B,"You know that , maybe you didn't realize , but you made everyday a enjoys moment and happy occasion .",4,1,sv,2,happiness,oo_co_cc,sd,happiness,happiness,33,0,4,4
315,A,I am so glad we met one another .,4,1,sd,0,happiness,sv,fp,happiness,happiness,2,29,4,4
330,A,Hey !,4,1,fp,29,happiness,sd,sd,happiness,happiness,0,0,4,4
330,A,I just bought one of those new Japanese cell phones !,4,1,sd,0,happiness,fp,sd,happiness,happiness,29,0,4,4
330,A,It's loaded with extras .,4,1,sd,0,happiness,sd,qw,happiness,no emotion,0,9,4,0
330,B,What does it do ?,0,2,qw,9,no emotion,sd,sd,happiness,happiness,0,0,4,4
330,A,It's got a built-in video camera so you can see the person you're talking to.It also takes stills and I can use the E-mail mode to send digital pictures straight to my friend's phone !,4,1,sd,0,happiness,qw,ba,no emotion,happiness,9,5,0,4
330,B,Wow !,4,2,ba,5,happiness,sd,qw,happiness,happiness,0,9,4,4
330,B,What else does it do ?,4,2,qw,9,happiness,ba,sd,happiness,no emotion,5,0,4,0
330,A,I can plug it into a folding keyboard to type in message mode .,0,1,sd,0,no emotion,qw,sd,happiness,no emotion,9,0,4,0
330,A,l can even surf the net .,0,1,sd,0,no emotion,sd,ba,no emotion,happiness,0,5,0,4
330,B,Cool !,4,2,ba,5,happiness,sd,bh,no emotion,happiness,0,14,0,4
330,B,Anything else ?,4,2,bh,14,happiness,ba,sd,happiness,no emotion,5,0,4,0
330,A,"Yes.With the 600 - second digital memory , l can record my voice and send it using voice message mode .",0,1,sd,0,no emotion,bh,ba,happiness,happiness,14,5,4,4
330,B,Wow !,4,1,ba,5,happiness,sd,sv,no emotion,happiness,0,2,0,4
330,A,You'll love this !,4,1,sv,2,happiness,ba,sd,happiness,happiness,5,0,4,4
330,A,I can use a stylus to draw a map on the touch screen and then use the fax mode to send it to another phone .,4,1,sd,0,happiness,sv,sd,happiness,anger,2,0,4,1
345,A,I can't stand the stupid guy any longer .,1,1,sd,0,anger,sd,sv,happiness,anger,0,2,4,1
345,A,It ' s unbelievable !,1,1,sv,2,anger,sd,ba,anger,no emotion,0,5,1,0
345,B,"Oh , my dear lady .",0,3,ba,5,no emotion,sv,"fo_o_fw_""_by_bc",anger,no emotion,2,17,1,0
345,B,Take it easy .,0,3,"fo_o_fw_""_by_bc",17,no emotion,ba,ad,no emotion,no emotion,5,19,0,0
345,B,You should forgive a green hand like him .,0,3,ad,19,no emotion,"fo_o_fw_""_by_bc",sd,no emotion,anger,17,0,0,1
345,A,He does everything so mindlessly that he is going to drive me crazy .,1,1,sd,0,anger,ad,ad,no emotion,no emotion,19,19,0,0
345,B,I suggest you talk with him and teach him how to deal with the problems .,0,3,ad,19,no emotion,sd,sd,anger,anger,0,0,1,1
345,A,"I have told him how to do it several times , but he's never listened to me .",1,1,sd,0,anger,ad,sv,no emotion,no emotion,19,2,0,0
345,B,Maybe you should communicate with him just like a friend and not a boss .,0,3,sv,2,no emotion,sd,sd,anger,anger,0,0,1,1
345,A,"Oh , I always have difficulty in getting along with the staff .",1,1,sd,0,anger,sv,ad,no emotion,no emotion,2,19,0,0
345,B,"Just take them for your good friends and have a talk with them as we do , make sure you don't lose your temper .",0,3,ad,19,no emotion,sd,sv,anger,disgust,0,2,1,2
345,A,I think that's a bad idea .,2,4,sv,2,disgust,ad,sv,no emotion,disgust,19,2,0,2
345,A,I'd hate anyone here to think of me as a friend .,2,4,sv,2,disgust,sv,qw,disgust,disgust,2,9,2,2
345,A,How would they ever respect me as they can do whatever they want ?,2,4,qw,9,disgust,sv,ar,disgust,no emotion,2,25,2,0
